run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0113,MPCC_D_R,cv,2,Iac,sine,14.0081238416218,57.1938588320608,50,231.389772575342,Ibat,step,6.57274437355963,56.4173941689582,50,0,0.13637868116374,0.636188367891829,0.759123386894652,0.125535546846702,,0,0,20,0,0,OK
