run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0236,CRPR,cc,0,,,0,0,50,0,,,0,0,50,0,0.177965256168368,0.688253829255076,0.857191688487572,0.170225557172919,,0,0,20,0,0,OK
