run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0059,MPCC_D_R,cv,2,Iac,step,13.3237951920694,87.2298084248101,50,0,Vac,step,8.66494685674436,110.435110903061,50,0,0.0922909650294369,0.402512223124002,0.671039235215365,0.214714736787526,Iac,1.65414051378895,1.07048786642803,20,0,0,OK
