run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0084,CRPR,cc,0,,,0,0,50,0,,,0,0,50,0,0.069588207388746,0.36943566533866,0.807120001261146,0.298022012005383,Vac,5.03315087794848,0,20,0,0,OK
