run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0222,MPCC_D_F1,cc,1,Vac,sine,15.0621661557183,195.836691689679,50,33.7867781802364,,,0,0,50,0,0.0770233494842374,0.604227767471337,0.81344131480405,0.107404390989623,,0,0,20,0,0,OK
