run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0055,CRPR,cc,1,Vdc,step,-96.7160045428697,396.492221715488,50,0,,,0,0,50,0,0.0928316353197198,0.645052150820656,0.710630675374516,0.206224765961451,Vac,9.29010006087062,0,20,0,0,OK
