run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0119,MPCC_D_R,cc,0,,,0,0,50,0,,,0,0,50,0,0.0585387748108535,0.317107553107993,0.838067901824059,0.226166297661974,,0,0,20,0.704944324002802,20.7947159521699,OK
