run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0121,CRPR,cv,0,,,0,0,50,0,,,0,0,50,0,0.111187912235672,0.522316239933094,0.687986139305286,0.266035627659527,,0,1.08589672967736,20,0,0,OK
