run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0066,CRPR,cv,1,Iac,ramp,-9.8881973841009,38.4345201732305,50,0,,,0,0,50,0,0.087681557523049,0.603366556614243,0.819777218861408,0.138890011466774,Vdc,4.03401726989904,0,20,0,0,OK
