run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0270,MPCC_D,cc,2,Vdc,step,56.9946459418167,439.9814253121,50,0,Ibat,step,-2.69366726604572,14.8431259315523,50,0,0.0744525552548373,0.384564916222765,0.875860465384361,0.127271166324721,,0,0,20,0.98207542946722,17.5409880595517,OK
