run_id,VARIANT_NAME,op,n_inj,channel1,shape1,amp1,k1,f1,phase1,channel2,shape2,amp2,k2,f2,phase2,period,duty,t_on,dwell,noise_ch,noise_amp,chg_t,chg_I,vref_t,vref_dV,status
D0043,CRPR,cc,0,,,0,0,50,0,,,0,0,50,0,0.17887062364229,0.56643608523921,0.710147404991337,0.165427811162228,,0,0.980186733326127,10,0,0,OK
