model,split,complex_rmse,amplitude_macro_nrmse_pct,phase_circular_mae_deg,relative_phase_circular_mae_deg,thd_mae_percentage_points,waveform_reconstruction_nrmse_pct,host_latency_p50_ms,host_latency_p95_ms,trainable_parameter_values,model_file_bytes,ood_to_id_complex_rmse_ratio
residual_bls,test_id,0.02920319737942892,49.29400913754162,7.036632922496669,37.362305714089146,0.6844440738202594,4.099259326443372,8.535450999999998,10.0770749,30664,903889,2.342356190450829
residual_bls,test_ood,0.06840429016266275,11.340209336489911,6.539773280174293,58.66871507787027,28939894669648.188,15.50235881335592,8.535450999999998,10.0770749,30664,903889,2.342356190450829
