t,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,raw01,raw02,raw03,raw04,raw05,raw06,raw07,raw08,raw09,raw10,raw11,raw12,raw13,raw14,raw15,raw16,chan_1,chan_2,chan_3,chan_4,chan_5,det_class,det_conf,det_amp
0.6,-0.148052376514646,332.013020248284,-0.000445923405063846,0.0320546901571949,29.5379897031647,43.6942614378016,-43.5705332757074,0.123728162094274,0.000966412718228841,0.0565362735516802,41.6965579083401,0.998899496035808,0.14414513998236,0.000768761062427729,0.00903103534040772,400.037776260102,22.296508491327,0.0377762601020208,46.6888350259669,43.5903543926201,49.8986397355198,0,0.516998525864198,0.0469689643691892,345,20,0.862747752045962,0,20,0,0,6919.9571992508,6900,0.997115993831152,0.000381716527155129,-0.131692201868532,0.288766532770637,0.145511197424213,0.0431623665772776,0.0748137708292656,0,0,-0.00207180149485586,-6.86328125,-7.96282958984375,-10.5288696289062,-12.992431640625,-9.39111328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.62,0.0796131474682115,331.661081070834,0.000240043683181532,-0.0024122930494913,29.4418326360756,43.4169494784592,-43.4721464293825,-0.055196950923289,0.000424715087732731,0.0572590567397947,41.5597823011829,0.998881179106252,0.144597100059011,-5.80439289120779e-05,0.00772778152059805,400.047313255128,22.124498920008,0.0473132551284721,46.5429928913827,43.5106823480515,49.6939256443413,0,0.517757786223416,0.0468047495920249,345,20,0.862723578145008,0,20,0,0,6890.23104971978,6900,1.00141779719863,0.000377534836988769,-0.130249518761161,0.00953699502645122,-0.145842134584235,-0.0961570670891021,-0.0344669832066862,0,0,0.00430180336748076,-6.9405517578125,-8.0413818359375,-9.1856689453125,-13.1034545898438,-9.97918701171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.64,-0.0479166419623985,331.792220680846,-0.000144417617339166,-0.0183687771238164,29.5206778811871,43.5257083045959,-43.7729644772129,-0.247256172617,0.0014685826652308,0.0570855555058473,41.6708469184619,0.998874772533823,0.144559895294451,-0.000440806426607045,0.0100917544439794,399.905560975621,22.1923559863158,-0.094439024378687,46.6487605530635,43.536431413151,49.8621272371856,0,0.517577594577012,0.0470713768210535,345,20,0.863032592580933,0,20,0,0,6911.04089970812,6900,0.998402425934336,0.000381255293689042,-0.131533076322739,-0.141752279507159,0.105767661680879,0.0788452451114843,-0.0159564840743251,0,0,-0.00301537126429685,-6.84234619140625,-8.51336669921875,-9.75982666015625,-12.7718505859375,-9.77117919921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.66,-0.0042855237000677,331.632991484748,-1.29224890469463e-05,-0.0130325357198867,29.5507810229619,43.6878383594016,-43.6489022174665,0.0389361419350465,0.00102288159672264,0.0570226216794147,41.7132644883648,0.998851020875355,0.144007839947229,-0.00031243145027697,0.00909355403745282,400.027843659902,22.2401866645391,0.0278436599016914,46.678953700693,43.6088319603376,49.8548199911405,0,0.517971377873773,0.0471753576071559,345,20,0.862769071900386,0,20,0,0,6914.78353750695,6900,0.997862039002847,0.000381598286278928,-0.131651408766231,0.122282684280378,0.0301931476294754,0.0301031417748732,0.00533624140392972,0,0,-0.000540386931488945,-7.21807861328125,-8.5865478515625,-9.35693359375,-12.358154296875,-10.0303344726562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.68,0.0732768685839066,331.479237871312,0.000221060205925641,0.0219332847042228,29.4646067512081,43.483424434787,-43.574053013304,-0.0906285785169345,0.00056633763955517,0.0563021727218865,41.5943901892043,0.998920710706564,0.141694416323997,0.000527313529647937,0.00825764239960947,400.133115018179,22.0932349964332,0.133115018179012,46.4744348182807,43.4352769526944,49.6638921631696,0,0.517377415533242,0.0457818328523672,345,20,0.862537940848064,0,20,0,0,6892.37432671862,6900,1.00110639279295,0.00037679157362791,-0.129993092901657,0.105271358277321,-0.204518882412316,-0.0861742717538121,0.0349658204241095,0,0,0.00324435379010024,-7.3048095703125,-8.509765625,-9.18450927734375,-12.504150390625,-10.5257568359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.7,-0.0745491943774906,331.641011506345,-0.000224788828254024,-0.0146127350365886,29.4942172841041,43.43170983153,-43.5618442746384,-0.130134443108375,0.00118135498930067,0.0565089339919242,41.6354875472376,0.9989144364661,0.14171247576317,-0.0003509682700367,0.00831098226081384,399.914997388033,22.1036714649154,-0.0850026119668428,46.4947426762763,43.3974858338524,49.6960098001134,0,0.516711866993819,0.0461215728159552,345,20,0.863010244504204,0,20,0,0,6902.19772322553,6900,0.999681590804312,0.000378955584767304,-0.130739676744724,-0.218117630145855,0.0203078579955687,0.0296105328960152,-0.0365460197408114,0,0,-0.00142480198863515,-7.44378662109375,-9.1063232421875,-10.0656127929688,-12.3432006835938,-10.2738647460938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.72,-0.030604427586271,331.529741626512,-9.23127663784349e-05,4.76726488590603,19.2885452861874,36.527002527408,-21.244780667571,15.282221859837,0.219352679172486,0.0967056316176495,25.5509243026563,0.997884247229871,0.194174816346442,0.186578960096971,0.043698707347783,416.119393177876,28.8020219109448,16.119393177876,32.3436397391664,14.7405150805166,45.116160098418,0,0.534774999582296,0.0419699352233322,350.345257245377,10.6905144907541,0.816851132662424,1,10.5525652266084,5.00024573796117,10.0004914759224,4230.94590229871,3746.4010789461,0.885476005947193,-0.0297924958005588,10.4376596052286,16.2043957898428,-14.1511029371098,-10.2056719979167,4.78187762094262,5.34525724537707,-9.30948550924595,-0.114205584857119,-16.5640258789062,-16.9624633789062,-53.8174438476562,69.8245239257812,-48.7408447265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.74,-0.0428099326742154,331.597990232526,-0.000129101906329999,-1.53678392849093,7.23072708813305,7.82823056774176,-13.5649287362503,-5.73669816850857,0.168083838308027,0.0979452517439154,9.78318409324891,0.994967247268354,0.407143487692876,-0.157084228799438,-0.0110167359536955,402.203528092888,32.9579412404571,2.20352809288784,13.4397265197331,10.3687345974967,19.0253360869724,0,0.512253803094512,0.0397715061198994,350.000243915506,10.0004878310111,0.845878340858569,1,9.99095470115935,0.00564043462509289,0.0112808692502533,1622.03388500691,3500.17318542084,2.15789153221416,-0.0279570973304601,9.78499088483056,-13.9158650849881,-18.9039132194333,-12.0578181980544,-6.30404881439697,-0.345013329871506,-0.690026659742962,1.27241552626696,-20.6533813476562,-21.7149658203125,-0.113525390625,4.84228515625,-22.2032470703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001490116,0
0.76,0.0299792551937639,331.569932696366,9.04160849265465e-05,-1.01850992395718,18.1930530075592,25.1334976889761,-29.5861478698454,-4.45265018086924,0.0713644074197726,0.0883213104271587,25.489707648507,0.998221496899186,0.199706286331507,-0.039957693434622,0.0164440677209967,390.620478217858,28.2128831173712,-9.37952178214238,29.1138976668132,19.1455725256642,34.7531546661087,0,0.503960034148257,0.0439959251561152,349.999283037941,9.99856607588202,0.870726625741392,1,10.0024709106282,0.0100570619939617,0.0201141239879981,4224.80133076396,3499.49097896371,0.828320838066701,-0.0282161494963591,9.87563209381705,-11.5830498750302,15.67417114708,10.9623259194262,0.51827400453375,-0.000960877564580187,-0.00192175512907511,-1.32957069414746,-14.1634521484375,-23.20361328125,-9.7393798828125,9.69671630859375,-28.2738037109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001490116,0
0.78,0.0227281875147938,331.481006851515,6.85655800634597e-05,1.61253306434054,14.8318107476916,25.1742039826057,-18.7747177564231,6.39948622618256,0.094759179495239,0.0727013130262352,20.6748621678987,0.997869463289908,0.239367638085388,0.0779948640646452,0.031853473098614,406.31322476551,15.500644385497,6.31322476550952,25.9726054095525,19.2644729386816,31.2989556599946,0,0.522465278106852,0.0420322511651861,350.000484875745,10.0009697514899,0.836895060179651,1,10.0026698098626,0.00891626192071726,0.0178325238415145,3424.59180135821,3500.34427813632,1.0221201477934,-0.028454115391758,9.95895418382571,15.6927465476519,-3.14129225726065,-3.36124225986763,2.63104298829772,0.00120183780376237,0.00240367560792798,0.1937993097267,-6.32928466796875,-13.5780639648438,-2.62603759765625,5.9390869140625,-21.834228515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001490116,0
0.8,-0.0327929958327667,331.52929610641,-9.89143228604484e-05,-0.811012024084228,12.0642448753711,16.584757761539,-19.6638005219296,-3.07904276039065,0.0485146430561157,0.0850801270293634,16.9280429464702,0.997420224156017,0.277710808996386,-0.0479093789310914,0.0157043181939978,399.413198914084,18.256739527113,-0.586801085915511,21.0071090212665,19.0848064757121,23.7042367427987,0,0.512016228328497,0.0416090167353176,349.999949221569,9.99989844313726,0.851353759128125,1,9.99671430184899,0.00678647132650667,0.0135729426529885,2805.46705304674,3499.96395744773,1.2475512601892,-0.0284514923582729,9.95802088067336,-6.90002585142503,-4.96549638828598,-2.76756587232052,-2.42354508842477,-0.000535654176019307,-0.00107130835268165,0.225431112395795,-17.9702758789062,-17.5633544921875,-0.50543212890625,10.4868774414062,-28.7505493164062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.100000001490116,0
0.82,0.0786367290325534,331.359184904272,0.00023731567620578,-0.141016319467604,15.7849706798535,23.3296533103183,-24.0472168091191,-0.71756349880086,0.0191024354774095,0.0780383498941877,22.239714522729,0.998075486450002,0.226240366372172,-0.00634074323766546,0.0227335597438976,397.400407775199,17.6701208801069,-2.59959222480131,26.5254826543598,22.6213956306721,29.0858218157711,0,0.511583024920511,0.0426229640307241,349.999811053753,9.99962210750572,0.85569550260156,1,10.0013477329613,0.00841055872308516,0.0168211174461774,3683.37631254028,3499.86586467918,0.950178740294241,-0.0284173564509778,9.94606938848938,-2.0127911388858,5.51837363309329,3.72072580448242,0.669995704616624,-0.000138167815862289,-0.000276335631545166,-0.297372519894954,-12.4898681640625,-18.6397705078125,-8.9346923828125,8.20751953125,-20.7481689453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001490116,0
0.84,-0.0365824712869662,331.371242680509,-0.000110397242051076,0.511306109632618,14.0682798201631,22.1566906360279,-20.10600348528,2.05068715074795,0.0309724583063335,0.0719174904025988,19.8116242168335,0.99789855318267,0.248634834214449,0.0258083892585733,0.0267549864360399,402.347664382817,11.8391027399181,2.3476643828173,24.5362482775423,21.50280544113,27.2489415667,0,0.517057940897672,0.0418018433222106,350.000176652356,10.0003533047117,0.845116396206291,1,10.0005255116275,0.00774788937371795,0.0154957787474377,3280.96715508011,3500.12543706696,1.06679685337523,-0.0284844670722376,9.96956850713138,4.94725660761861,-1.98923437681757,-1.71669085969042,0.652322429100222,0.000365598603309536,0.000731197205951162,0.116618113080993,-12.0430908203125,-16.2037353515625,-10.5752563476562,7.12445068359375,-19.1190185546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001490116,0
