t,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,raw01,raw02,raw03,raw04,raw05,raw06,raw07,raw08,raw09,raw10,raw11,raw12,raw13,raw14,raw15,raw16,chan_1,chan_2,chan_3,chan_4,chan_5,det_class,det_conf,det_amp
0.6,-0.148988487445938,332.034865968175,-0.000448713381383926,0.162904739210808,29.5334607777987,43.0566932143232,-42.3370009334849,0.719692280838295,0.00357534968333262,0.0313444248369912,41.7400771040122,0.999427753454979,0.139460845425436,0.00390283752482932,0.00653400409719396,400.340803599547,22.0196056769928,0.340803599546575,46.7013111025683,43.39584919151,50.0133089474336,0,0.512230931969959,0.0419163226535719,345,20,0.862080470342587,0,20,0,0,6928.59212557697,6900,0.995873313790342,0.000365183375149014,-0.125988264426439,0.952111496603322,-0.0249156509324351,-0.0730083407465543,0.185158602302271,0,0,0.00182751433145034,-6.77288818359375,-6.84381103515625,-8.64837646484375,-13.2655029296875,-7.86981201171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.62,0.0770197859142817,331.680820620053,0.000232210550402941,0.00778631974964576,29.2669589130027,42.4395237675859,-42.1358824907464,0.303641276839535,0.00266495119740035,0.0296179144712529,41.3655967662885,0.999437676148499,0.141554267319304,0.000188231776121536,0.00561752894128409,399.992729853969,21.6364733106907,-0.00727014603052112,46.3127403537155,43.2982071741141,49.3869308476838,0,0.517128989001487,0.0463986198997787,345,20,0.862821624521601,0,20,0,0,6859.37575740589,6900,1.00592244017982,0.000354715853426057,-0.122376969432025,-0.348073745577096,-0.388570748852857,-0.266501864795991,-0.155118419461162,0,0,0.0100491263894734,-6.652099609375,-6.90283203125,-7.85870361328125,-13.2574462890625,-8.5079345703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.64,-0.0502332234015647,331.816454538155,-0.000151388584606157,0.0329002895325232,29.5761970868378,43.2486527608755,-42.7780712239605,0.470581536915013,0.00190025763123794,0.0322527552500999,41.7995595650392,0.999436100346106,0.140358771150958,0.00078709655974559,0.00809112234273179,399.772182278145,22.0354634366907,-0.22781772185516,46.7413395495111,43.5659670163888,49.8751892236824,0,0.517600267707507,0.0473663492177489,345,20,0.863309840062486,0,20,0,0,6933.77746707994,6900,0.995128561993761,0.000368865924568418,-0.127258743976085,-0.220547575824639,0.428599195795663,0.309238173835119,0.0251139697828774,0,0,-0.0107938781860543,-6.89031982421875,-6.988525390625,-8.12603759765625,-12.7841186523438,-8.59539794921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.66,-0.00823001295327103,331.656172927732,-2.48148945355657e-05,0.075931895984988,29.4964206021051,43.0785144487723,-42.3322650762148,0.746249372557436,0.00227181902478888,0.0319099772511354,41.6868128022374,0.999371519756132,0.139574305870262,0.00182148480252519,0.00546453009596659,400.203091614364,21.7178336032113,0.203091614363871,46.6033148963547,43.4818751370753,49.7915971719017,0,0.512580931960643,0.0416405780859834,345,20,0.862375490742988,0,20,0,0,6911.87581159039,6900,0.998281825091464,0.000363297182023326,-0.125337527798024,0.430909336219031,-0.138024653156421,-0.0797764847327187,0.0430316064524649,0,0,0.00315326309770314,-7.61688232421875,-7.73382568359375,-8.78045654296875,-12.8189086914062,-8.68194580078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.68,0.0779571852416679,331.492990794318,0.000235169935433229,0.0547033740914611,29.3706772073383,42.7798024316361,-42.4402558108744,0.339546620761723,0.00305916211953049,0.0304707033210463,41.5114486800422,0.999443309063895,0.137759796870329,0.00131779005144095,0.00636537756511313,400.067949237568,21.5971108700666,0.0679492375680866,46.3295580734799,43.3180206196231,49.3857148787017,0,0.516966772944172,0.0455564134051505,345,20,0.862662407382518,0,20,0,0,6879.69426529089,6900,1.00295154609,0.000358203495267606,-0.123580205867313,-0.135142376795784,-0.273756822874823,-0.12574339476685,-0.021228521893527,0,0,0.00466972099853546,-7.1085205078125,-7.41827392578125,-7.882568359375,-12.9485473632812,-9.01824951171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.7,-0.0735885364515563,331.661138152051,-0.000221878682747025,0.0659197764968134,29.5135113339591,43.1002551074985,-42.4553962177359,0.644858889762645,0.00213671045272271,0.0314113364944422,41.711755300428,0.999384992333776,0.137348760774631,0.00158036448051701,0.0053869446652195,399.880775621912,21.7646018299626,-0.119224378088404,46.499593015978,43.4266064358722,49.5720510817703,0,0.516195451892918,0.0457802914265698,345,20,0.863072036274591,0,20,0,0,6916.11691633542,6900,0.997669658201215,0.000364971834974526,-0.125915283066206,-0.187173615656491,0.170034942498134,0.142834126620826,0.0112164024053523,0,0,-0.00528188788878425,-7.31317138671875,-7.721435546875,-8.74127197265625,-12.3955688476562,-8.64227294921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.72,0.0261773699978116,331.462532295652,7.89753515020585e-05,2.44978848321127,23.2977965577619,38.4617266535276,-28.4437597413153,10.0179669122123,0.0878822459339561,0.0466565456581462,32.5533939507045,0.999524843870009,0.150677914785536,0.0752544722962211,0.0271268595190604,409.168978655625,23.7052901256878,9.16897865562464,38.0834929290031,27.5530816861884,46.0906003616596,0,0.522146209011984,0.0385426644121575,342.506322421233,20.0126448424649,0.836511658412682,0,20,2.6689967268245,5.33799345364899,5393.02160600419,6854.54154674029,1.27100205552838,-0.000676488285982102,0.231701514992778,9.28820303371305,-8.41610008697496,-6.21571477619719,2.38386870671445,-2.49367757876746,0.0126448424648551,0.273332397327163,-18.8004760742188,-6.0955810546875,-7.66259765625,0.31842041015625,19.0015258789062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0
0.74,-0.0153616356286416,331.504047306621,-4.63392098933653e-05,-1.04817389485264,17.9705755577618,23.8192606075649,-28.1637531482087,-4.3444925406438,0.065283419885355,0.0325801470258024,25.2864423072519,0.999184589811688,0.208187568806779,-0.0414520114026492,0.0291445728323434,399.430764125833,28.343212367635,-0.569235874166623,29.7251186606098,26.731874147397,33.7127736514147,0,0.498412452786703,0.0285682548486451,342.499999978024,19.999999956047,0.8577324100468,0,20,2.95184463539044e-07,5.9036890931452e-07,4189.36461258014,6849.99998450658,1.63509281668559,0.000305728415968431,-0.104711982462504,-9.73821452979126,-8.35837426839323,-5.3272210000001,-3.4979623780639,-0.00632244320888731,-0.0126448864178066,0.364090761157207,-28.820068359375,-14.9524536132812,-9.48297119140625,-6.7623291015625,5.32574462890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.100000001490116,0
0.76,-0.000640946706459857,331.488887134054,-1.93353904561108e-06,-0.256086031938622,24.4741786721588,35.2926991444287,-36.2041168060969,-0.911417661668217,0.0199983184729039,0.041269958541064,34.5601352635138,0.99897036018925,0.165554057809406,-0.00740986775618845,-0.00146929258229589,395.445419662097,27.7659418793927,-4.55458033790268,39.0675748295567,32.650448991044,43.034750445659,0,0.510780015902248,0.0450110050405917,342.5,20,0.866439199368257,0,20,2.27373675443232e-13,5.08038056068472e-13,5727.38480811931,6849.99999999999,1.19600834054126,0.000377847608384885,-0.129412805871823,-3.98534446373606,9.34245616894685,6.50360311439704,0.792087862914015,2.19763478526147e-08,4.39529159734775e-08,-0.439084476144328,-29.7935791015625,-11.6708374023438,-6.6478271484375,-11.831298828125,6.232421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.100000001490116,0
0.78,0.0359987045174479,331.35458976873,0.000108641031779802,0.946051441781269,21.5480296293032,33.4342982863174,-29.2563412600652,4.17795702625214,0.0403343879316096,0.0351323591451626,30.3847709614066,0.999492955365946,0.164548278850701,0.0311357108132526,0.0165453424491875,404.445210586069,17.6512778031474,4.44521058606887,35.3221861483669,30.1407174874692,39.7932574219716,0,0.520822487980866,0.0431788011007674,342.5,20,0.846998443094459,0,20,0,0,5033.2500732259,6850,1.36094966479774,0.000188215134046432,-0.0644636834109065,8.99979092397155,-3.74538868118977,-2.92614904285561,1.20213747371989,0,3.5527136788005e-14,0.164941324256483,-28.996826171875,-9.4825439453125,-8.75396728515625,-10.4075927734375,7.8779296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.100000001490116,0
