group,cases,trips,power_retention_mean,dVdc_abs_mean,thd_rise_mean,t_rec_mean_ms,I_peak_max
MPCC_D_H1,13,3,74.92886675648774,23.979791283127074,74.92376228604002,121.53846153846156,55.2987497696894
MPCC_R_OFF,2,0,81.92108499533785,25.12241931432399,3.03935597704726,120.00000000000006,53.7122722549368
MPCC_R,13,4,100.0275667881179,0.2778165391105264,1.7950785348351606,66.34384615384616,60.0113927743588
MPCC_R_ON,13,1,100.02787944498544,2.600250034827236,2.0875406232324227,280.0,54.7205962039757
