test_id,VARIANT_NAME,THD50_pre_pct,THD50_dur_pct,THD50_post_pct,THD_full_dur_pct,PF_dur,t_rec_ms,trip,I_peak_A,P_charge_dur_kW
E-DC-01b,MPCC_D_M1,3.2245997303564,4.25743095413583,3.27974948802174,4.63280581218693,0.999258184362173,180.0,0,28.0030505488243,4.40057893676414
E-DC-01b,MPCC_D_R,2.7759962510072,3.67540487158253,2.81297004975021,4.07777016014863,0.999293276576648,120.0,0,27.4212650602256,4.40075192276993
E-DC-01c,MPCC_D,5.48114381479756,465.028909753468,5.48475695015544,2009.99181881702,0.267317184457437,122.0,0,1.06889451416638,0.0
E-DC-01c,MPCC_D_F1,2.74181757272498,465.084685178113,2.80104304081836,2010.95332757415,0.266831828784222,200.0,0,1.06800700531805,0.0
E-DC-01c,MPCC_D_F10,2.76656486912371,464.453184764503,2.5477537434841,2010.58390080325,0.275316515283342,160.0,0,1.0646537912287,0.0
E-DC-01c,MPCC_D_H1,3.01169929954194,464.849505223855,3.06893228943131,2010.45344532893,0.267504253389051,200.0,3,1.0656601499312,0.0
E-DC-01c,MPCC_D_M1,3.2245997303564,464.956648393511,3.30293853396426,2009.31626387423,0.26692690601875,260.0,3,1.06598792330568,0.0
E-DC-01c,MPCC_D_R,2.7759962510072,465.148698860082,2.82216418579878,2010.80605301052,0.265307831951833,140.0,3,1.06887038106163,0.0
E-DC-02b,MPCC_D,5.48114381479756,4.39813466486228,5.49537612215861,6.09318193715423,0.999992901178688,160.0,2,48.8667832888714,6.9
E-DC-02b,MPCC_D_F1,2.74181757272498,2.31713361622433,2.81660284957278,5.25253905840362,0.99998726629605,220.0,2,48.4335410004947,6.9
E-DC-02b,MPCC_D_F10,2.76656486912371,2.3214666624654,2.65955433215824,4.85205744359251,0.999994602840801,180.0,2,48.092226044304,6.9
E-DC-02b,MPCC_D_H1,3.01169929954194,2.53025254204203,3.12114218896802,5.72970666636536,0.99998980388248,240.0,2,49.0278862276909,6.9
E-DC-02b,MPCC_D_M1,3.2245997303564,2.66888244963052,3.26434421667713,5.66266655311076,0.999993592946059,220.0,2,49.5686217871239,6.9
E-DC-02b,MPCC_D_R,2.7759962510072,2.32795745633241,2.82425597891404,3.96157712005653,0.999995756779229,160.0,2,47.2199363219702,6.9
E-MUL-01,MPCC_D,5.48114381479756,8.61809913191552,5.47528128121381,8.84903665548772,0.999291105488069,120.0,0,31.7142088777111,4.17687989487356
E-MUL-01,MPCC_D_F1,2.74181757272498,6.65750361454453,2.80071570607831,6.95360469782769,0.999516815462156,180.0,0,30.8843859831647,4.18822269789839
E-MUL-01,MPCC_D_F10,2.76656486912371,6.69542949412881,2.79106460125861,6.99890806501819,0.999482066401063,120.0,0,30.9904665358898,4.18523334013681
E-MUL-01,MPCC_D_H1,3.01169929954194,6.67447219002894,3.09399397106062,6.97683863337727,0.999421864300956,180.0,0,31.0629016687603,4.18556501479935
E-MUL-01,MPCC_D_M1,3.2245997303564,6.77573376626579,3.27878996347777,7.08903539950001,0.99934452304853,180.0,0,31.077128491747,4.1868844578988
