test_id,VARIANT_NAME,priority,channel,shape,amp,k,f,phase,channel2,amp2,t_on,dwell,e_meas_Vdc,e_meas_Vac,e_meas_Iac,e_meas_Vbat,e_meas_Ibat,dVdc_V,Vdc_pre_V,Vdc_dur_V,Vdc_post_V,e_I_rms_A,I_dc_A,I_peak_A,I_peak_on_A,I2_pre_pct,I2_dur_pct,THD50_pre_pct,THD50_dur_pct,THD50_post_pct,THD_full_pre_pct,THD_full_dur_pct,THD_full_post_pct,PF_pre,PF_dur,PF_post,Pac_dur_kW,Pdc_dur_kW,P_charge_pre_kW,P_charge_dur_kW,P_charge_post_kW,power_retention_pct,Ibat_dur_A,Vbat_dur_V,Iref_pre_A,Iref_dur_A,D_dcdc_dur,state_dur,state_post,t_switch_ms,trip,t_trip_ms,Vdc_over_on_V,Vdc_under_on_V,Vdc_over_off_V,Vdc_under_off_V,t_settle_ms,t_rec_Vdc_ms,t_rec_P_ms,t_rec_THD_ms,t_rec_ms,sim_wall_s,status
D0266,CRPR,D,Vbat,step,-12.239277747981,71.2610189991786,50,0,Ibat,5.36773134451585,0.756737597958363,0.24665014110975,0,-0.00690778943256857,0.00133254699628794,-12.2392777479815,5.36773134451542,0.071558324417822,399.99929151237,400.071558324418,399.994010553675,5.33297173495725,-0.0194414029961001,34.7093120435224,39.8203424859767,0.0153002896875212,0.0700485483016187,16.7751183849286,13.6378435438529,16.7892170119058,16.9696241445237,13.8093121900513,16.9848724072823,0.999514325879798,0.999553799944429,0.999545672600336,5.22899870575507,5.15831907624279,3.5,5.15515927313005,3.5,147.290264946573,14.6321983288057,352.316099164403,26.4305985617448,37.5271845148022,0.880838525215824,0,1,20.0024020416371,0,NaN,14.1043358335674,-20.0319145426278,16.6661361485556,-11.5010362980774,47.6524020416369,51.1422609318872,13.8522609318874,100,100,395.912726,OK
