test_id,VARIANT_NAME,priority,channel,shape,amp,k,f,phase,channel2,amp2,t_on,dwell,e_meas_Vdc,e_meas_Vac,e_meas_Iac,e_meas_Vbat,e_meas_Ibat,dVdc_V,Vdc_pre_V,Vdc_dur_V,Vdc_post_V,e_I_rms_A,I_dc_A,I_peak_A,I_peak_on_A,I2_pre_pct,I2_dur_pct,THD50_pre_pct,THD50_dur_pct,THD50_post_pct,THD_full_pre_pct,THD_full_dur_pct,THD_full_post_pct,PF_pre,PF_dur,PF_post,Pac_dur_kW,Pdc_dur_kW,P_charge_pre_kW,P_charge_dur_kW,P_charge_post_kW,power_retention_pct,Ibat_dur_A,Vbat_dur_V,Iref_pre_A,Iref_dur_A,D_dcdc_dur,state_dur,state_post,t_switch_ms,trip,t_trip_ms,Vdc_over_on_V,Vdc_under_on_V,Vdc_over_off_V,Vdc_under_off_V,t_settle_ms,t_rec_Vdc_ms,t_rec_P_ms,t_rec_THD_ms,t_rec_ms,sim_wall_s,status
D0117,MPCC_D,D,,,0,0,50,0,,0,0.871325850190065,0.137288717910225,0,0,0.000147278724948667,0,0,-0.0752606997093039,400.484427123345,399.924739300291,400.002257252671,3.60068134404941,-0.0139965679827627,33.684777971765,33.684777971765,0.314592150513915,0.0038190409060031,5.93449934240312,5.96961561182993,6.0712007159848,7.17968084631482,6.27620951067884,6.33476006565139,0.999901283277536,0.999909556327809,0.999915602330907,5.202456812039,5.14061765184663,5.1375,5.1375,5.1375,100,15,342.5,35.3614997033933,35.4947859125298,0.856593973638662,0,0,NaN,0,NaN,8.13272828205021,-9.19143749962052,8.15309876413932,-8.38449217354889,0,0,0,0,0,910.3642574,OK
