VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s
MPCC_P,399.920506744024,7.01052769024368,6.90320860403834,0.999599274253206,4.97636063988816,10.9768422499876,0.0374597795767691,6.9,20,345,0,0.862994968544082,41.228578454386,0,936.307702
