VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_D_F10,399.884500091999,7.00878572148886,6.90305005664447,0.999984025477825,2.69575919381047,3.10337086982893,0.0694228904050486,6.9,20,345,0,0.86306162701888,46.5814066325159,0,776.4107574,cc
