VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
CRPR,399.924812975049,7.01104537142759,6.90305426083934,0.999537578799014,11.5892059477988,11.6784845761025,0.0458447696959791,6.9,20,345,0,0.863015550709585,48.89966363345,0,345.076009,cc
