test_id,VARIANT_NAME,priority,channel,shape,amp,k,f,phase,channel2,amp2,t_on,dwell,e_meas_Vdc,e_meas_Vac,e_meas_Iac,e_meas_Vbat,e_meas_Ibat,dVdc_V,Vdc_pre_V,Vdc_dur_V,Vdc_post_V,Vdc_over_on_V,Vdc_under_on_V,Vdc_over_off_V,Vdc_under_off_V,e_I_rms_A,I_dc_A,I_peak_A,I_peak_on_A,I2_pre_pct,I2_dur_pct,THD50_pre_pct,THD50_dur_pct,THD50_post_pct,THD_full_pre_pct,THD_full_dur_pct,THD_full_post_pct,PF_pre,PF_dur,PF_post,Pac_dur_kW,Pdc_dur_kW,P_charge_pre_kW,P_charge_dur_kW,P_charge_post_kW,power_retention_pct,Ibat_dur_A,Vbat_dur_V,Iref_pre_A,Iref_dur_A,D_dcdc_dur,state_dur,state_post,t_switch_ms,trip,t_trip_ms,t_settle_ms,t_rec_Vdc_ms,t_rec_P_ms,t_rec_THD_ms,t_rec_ms,sim_wall_s,status
E-AC-02h,MPCC_D_F1,P2,Iac,hall,4,0,100,0,,0,0.7,0.3,0,0,4.00227346308245,0,0,0.0712179781626787,399.98883835478,400.071217978163,400.006577084573,12.097592379372,-14.282629456106,11.159819709992,-12.082773172671,7.65917746399646,-2.52574947327425,49.972664316768,49.9343007463561,0.0783338151353294,19.7764691050935,2.74181757272498,21.4270640273209,2.80332560316063,3.08075790708217,21.5041812717123,3.12236187949759,0.999974122937831,0.999985680282935,0.999982101654183,7.0256907452857,6.90305231507128,6.9,6.9,6.9,100,20,345,46.5631314343096,46.4962928893677,0.862672598595511,0,0,NaN,0,NaN,0,0,0,20,20,820.7117017,OK
E-AC-02h,MPCC_D_F10,P2,Iac,hall,4,0,100,0,,0,0.7,0.3,0,0,4.00224205226707,0,0,0.0682927810166234,400.002007910156,400.068292781017,400.006114833769,12.061652139277,-14.373803272363,11.058307398419,-11.916517345155,7.64974071245107,-2.51325870669873,49.9873488246135,49.7352418062139,0.0533334129772383,19.718133435566,2.76656486912371,21.3782977626337,2.79313860001647,3.09621077331695,21.4515692182496,3.11307120934503,0.999975039665664,0.999986540212165,0.999980084073136,7.02531077594631,6.90305224379116,6.9,6.9,6.9,100,20,345,46.5701023219376,46.4933156872696,0.86267911561676,0,0,NaN,0,NaN,0,0,0,20,20,824.8896462,OK
E-AC-02h,MPCC_D_R,P2,Iac,hall,4,0,100,0,,0,0.7,0.3,0,0,4.00174495519364,0,0,0.0597079312466349,399.998844820656,400.059707931247,400.009047635125,12.008145500383,-14.104997896977,10.998805179694,-11.671454868107,7.65843903073419,-2.71996736998031,49.854661021463,49.8263230467583,0.0747273852375593,19.259050122456,2.7759962510072,21.0631745776776,2.82380679317486,3.10191574862763,21.1352326277064,3.1403777313777,0.999974660714259,0.999995104700228,0.999982144767007,7.02547524192639,6.90305224291568,6.9,6.9,6.9,100,20,345,46.5729649557277,46.5109348139294,0.862695373735815,0,0,NaN,0,NaN,0,0,0,20,20,816.1986622,OK
E-AC-02h,MPCC_P,P2,Iac,hall,4,0,100,0,,0,0.7,0.3,0,0,4.00074361171996,0,0,0.0460640940970052,399.978650532726,400.046064094097,400.009013311062,12.667448403597,-14.47323298033,11.281832547188,-12.269230971043,7.34997857569738,-2.5111004122999,56.0502904289936,56.0821848914046,0.0515310833400315,19.6537269341578,5.02625590330964,21.7710894260876,4.98107891528152,11.0001239954989,23.744280219559,10.9211350950149,0.999563055086403,0.999710937193219,0.999606148999304,7.02343926712324,6.90321051978362,6.9,6.9,6.9,100,20,345,41.221358647212,41.233983109583,0.86273147393266,0,0,NaN,0,NaN,0,0,0,0,0,865.7641501,OK
E-AC-02s,CRPR,P2,Iac,sine,10,0,50,90,,0,0.7,0.3,0,0,-0.000844714698112863,0,0,-0.0341000895067509,399.993860685847,399.965899910493,400.024039987691,20.796829980953,-17.097538711003,15.183464403801,-21.292755879905,6.5544130867356,0.00501633938247999,44.6055230589766,52.586395160876,0.0427915347267719,0.0367592180958468,11.5842591047519,10.1458303245311,11.5890368850722,11.6706662581573,10.2963112658126,11.6767067956945,0.999527546839528,0.990174825942727,0.999567658358405,7.01746408636996,6.90305280789519,6.9,6.9,6.9,100,20,345,48.9299589628863,37.4847576409145,0.862910885831621,0,0,NaN,0,NaN,52.9000000000001,28.3,0,0,28.3,839.7222269,OK
E-AC-02s,MPCC_D,P2,Iac,sine,10,0,50,90,,0,0.7,0.3,0,0,-0.00828468735097784,0,0,-0.0300430422079216,400.006707696301,399.969956957792,400.023777254754,16.31654094123,-15.130598665611,14.413594201051,-17.84008135623,6.1862698403992,0.0144023803547844,44.9172782262808,48.8986803886625,0.0738146658426878,0.016932769575228,5.48114381479756,5.48297896712485,5.47432207488307,5.65004463089252,5.73729785920406,5.64506619911187,0.999960497130096,0.985656481283661,0.999970114677406,7.01987349300198,6.90305243625739,6.9,6.9,6.9,100,20,345,46.5664698091187,40.8718815420651,0.862896968971139,0,0,NaN,0,NaN,22.5000000000001,22.6,0,20,22.6,814.5791008,OK
E-AC-02s,MPCC_D_F1,P2,Iac,sine,10,0,50,90,,0,0.7,0.3,0,0,-0.00826184123560745,0,0,-0.059359518075496,399.98883835478,399.940640481925,400.038790405239,16.305402532669,-15.264700405156,14.699492610389,-17.600397509454,6.14671400635161,0.0159466989259558,44.4219945519276,48.306413649619,0.0783338151353294,0.0125514728807351,2.74181757272498,3.56905162867361,2.8015512942827,3.08075790708217,4.00860194361451,3.12947737331468,0.999974122937831,0.985521949143242,0.999982508791339,7.01812329543215,6.90305028527106,6.9,6.9,6.9,100,20,345,46.5631314343096,40.9217951450578,0.862946115857586,0,0,NaN,0,NaN,22.9,22.7999999999999,0,80.0000000000001,80.0000000000001,854.42021,OK
E-AC-02s,MPCC_D_F10,P2,Iac,sine,10,0,50,90,,0,0.7,0.3,0,0,-0.00823880028765642,0,0,-0.035205105351281,400.002007910156,399.964794894649,400.024181355843,16.216276295108,-14.821059335922,14.156366051388,-17.39210979982,6.13159687304313,0.010712615738511,44.1413838405342,48.2497392066515,0.0533334129772383,0.026917329172047,2.76656486912371,3.57506693164035,2.77714046678507,3.09621077331695,3.99340520833595,3.10684286019383,0.999975039665664,0.985585255522809,0.99998424982403,7.01974644611751,6.90305095391156,6.9,6.9,6.9,100,20,345,46.5701023219376,40.8987931080191,0.862893006688083,0,0,NaN,0,NaN,22.5000000000001,22.5,0,80.0000000000001,80.0000000000001,842.0264042,OK
E-AC-02s,MPCC_D_R,P2,Iac,sine,10,0,50,90,,0,0.7,0.3,0,0,-0.00828092931055835,0,0,-0.00681573845707817,399.998844820656,399.993184261543,400.010727474924,16.118249478376,-14.331951747526,13.890752642423,-17.399282047328,6.16193835765751,0.00565848454795528,43.9714481431634,48.2395369393952,0.0747273852375593,0.0253768466845229,2.7759962510072,3.55505311251513,2.82490790672288,3.10191574862763,3.96585916980665,3.13898138787051,0.999974660714259,0.985404362485872,0.999982136016018,7.0226491438001,6.90305170566389,6.9,6.9,6.9,100,20,345,46.5729649557277,40.8969148814447,0.862831763866623,0,0,NaN,0,NaN,21.3000000000001,21.5000000000001,0,20,21.5000000000001,846.0632366,OK
E-AC-02s,MPCC_P,P2,Iac,sine,10,0,50,90,,0,0.7,0.3,0,0,-0.000768822582971727,0,0,-0.025106606530187,399.978650532726,399.97489339347,400.019154220769,16.897698972226,-15.32324944597,14.370362805617,-18.183349981906,7.5306507894646,0.00170817086903345,50.0779112919171,54.4749956562677,0.0515310833400315,0.0591245724917733,5.02625590330964,4.72235874545868,4.95906195380547,11.0001239954989,10.7100689037522,10.8818794785054,0.999563055086403,0.990005058064531,0.999606719530045,7.01916377377713,6.90321030705452,6.9,6.9,6.9,100,20,345,41.221358647212,35.260393263446,0.862878948191699,0,0,NaN,0,NaN,22.8,22.5,0,20,22.5,836.8176841,OK
E-BAT-01b,CRPR,P1,Ibat,step,5,0,50,0,,0,0.7,0.3,0,0,0.000791919898472988,0,4.99966668888741,-0.040419837974639,399.993860685847,399.959580162025,400.030927535974,20.149169731444,-15.358385988361,17.62806493262,-24.329801817031,5.31901085806598,0.00917438945712077,34.3770442325577,40.6546407483535,0.0427915347267719,0.0343204666441271,11.5842591047519,13.6532747664797,11.589894154201,11.6706662581573,13.7852020537284,11.6777530291954,0.999527546839528,0.999543292225569,0.999567732865943,5.20691618513121,5.14061972380199,6.9,5.1375,6.9,74.4565217391304,15,342.5,48.9299589628863,37.492053603653,0.856542190684734,0,0,NaN,0,NaN,49.2,48.8999999999999,9.2000000000001,20,48.8999999999999,950.5885004,OK
E-BAT-01b,MPCC_D,P1,Ibat,step,5,0,50,0,,0,0.7,0.3,0,0,0.00101726958681967,0,4.99966668888741,-0.0594246750598586,400.006707696301,399.94057532494,400.041232850806,19.93194019484,-15.913084598183,17.937194760347,-24.197015163028,3.57496633024814,0.0154765615629468,33.8436925457176,39.7791519144482,0.0738146658426878,0.0355172108929114,5.48114381479756,5.9505389125262,5.4879593012471,5.65004463089252,6.25827939096173,5.6636383843933,0.999960497130096,0.99990815434908,0.999969202062031,5.20590505612753,5.14061787010535,6.9,5.1375,6.9,74.4565217391304,15,342.5,46.5664698091187,35.514645135874,0.856566004045317,0,0,NaN,0,NaN,50.1,50.1,9.2000000000001,80.0000000000001,80.0000000000001,923.2514536,OK
E-BAT-01b,MPCC_D_F1,P1,Ibat,step,5,0,50,0,,0,0.7,0.3,0,0,0.00100333953883022,0,4.99966668888741,-0.0701114442960034,399.98883835478,399.929888555704,400.062838037845,19.9639159496,-16.241310931004,18.676068247906,-24.192812781329,3.51548288416077,0.0205950683737308,33.3049318500213,38.9903305881651,0.0783338151353294,0.0157901791095329,2.74181757272498,2.99544246281076,2.79954288327217,3.08075790708217,3.66767105155113,3.14507795471878,0.999974122937831,0.999931669828465,0.999982163757952,5.20729952401217,5.14061659888487,6.9,5.1375,6.9,74.4565217391304,15,342.5,46.5631314343096,35.558356933818,0.856580499563544,0,0,NaN,0,NaN,73.0000000000001,72.3,9.2000000000001,100,100,910.4117046,OK
E-BAT-01b,MPCC_D_F10,P1,Ibat,step,5,0,50,0,,0,0.7,0.3,0,0,0.000981228789437,0,4.99966668888741,-0.0609584089910982,400.002007910156,399.939041591009,400.041811351705,19.810630149315,-15.611615098153,17.798215218838,-23.902390177169,3.51403099640332,0.0147629699524982,33.062130625231,38.717287697072,0.0533334129772383,0.0204300887364591,2.76656486912371,3.04587051309506,2.77180923555519,3.09621077331695,3.62509890433709,3.10947073090181,0.999975039665664,0.999925890374273,0.999982724686121,5.20615219619582,5.14061700598501,6.9,5.1375,6.9,74.4565217391304,15,342.5,46.5701023219376,35.5321981646706,0.856559573377166,0,0,NaN,0,NaN,50,50.1,9.2000000000001,80.0000000000001,80.0000000000001,898.273343,OK
E-BAT-01b,MPCC_D_R,P1,Ibat,step,5,0,50,0,,0,0.7,0.3,0,0,0.000996196675464539,0,4.99966668888741,-0.0133754244927786,399.998844820656,399.986624575507,400.018253478584,19.555602190489,-14.398402433242,16.743788172246,-23.573676310261,3.51230261848067,0.00896006793546704,32.7178267743459,38.605062133793,0.0747273852375593,0.0452416089162209,2.7759962510072,2.99358559275145,2.82479422551803,3.10191574862763,3.52947224654588,3.14067187329743,0.999974660714259,0.999934055021846,0.999981974616912,5.20998631826996,5.14061806126297,6.9,5.1375,6.9,74.4565217391304,15,342.5,46.5729649557277,35.5110591272076,0.856456624996097,0,0,NaN,0,NaN,46.7000000000001,46.5,9.2000000000001,80.0000000000001,80.0000000000001,908.0291772,OK
E-BAT-01b,MPCC_P,P1,Ibat,step,5,0,50,0,,0,0.7,0.3,0,0,0.00121262762444076,0,4.99966668888741,-0.0389401284542714,399.978650532726,399.961059871546,400.041008067502,19.673354258868,-15.315351429544,17.328612406271,-23.739800082789,3.00418787302113,0.00487735078412952,38.8098515700154,45.1120508412395,0.0515310833400315,0.0569502130071683,5.02625590330964,5.40067541275057,5.03216479370282,11.0001239954989,14.0450468368915,10.9534934348621,0.999563055086403,0.999580298692263,0.99959756735132,5.20787918887331,5.14070600557007,6.9,5.1375,6.9,74.4565217391304,15,342.5,41.221358647212,30.5652759579345,0.856518607664165,0,0,NaN,0,NaN,48.9000000000001,48.9999999999999,9.2000000000001,40,48.9999999999999,936.208399,OK
