test_id,VARIANT_NAME,priority,channel,shape,amp,k,f,phase,channel2,amp2,t_on,dwell,e_meas_Vdc,e_meas_Vac,e_meas_Iac,e_meas_Vbat,e_meas_Ibat,dVdc_V,Vdc_pre_V,Vdc_dur_V,Vdc_post_V,e_I_rms_A,I_dc_A,I_peak_A,I_peak_on_A,I2_pre_pct,I2_dur_pct,THD50_pre_pct,THD50_dur_pct,THD50_post_pct,THD_full_pre_pct,THD_full_dur_pct,THD_full_post_pct,PF_pre,PF_dur,PF_post,Pac_dur_kW,Pdc_dur_kW,P_charge_pre_kW,P_charge_dur_kW,P_charge_post_kW,power_retention_pct,Ibat_dur_A,Vbat_dur_V,Iref_pre_A,Iref_dur_A,D_dcdc_dur,state_dur,state_post,t_switch_ms,trip,t_trip_ms,Vdc_over_on_V,Vdc_under_on_V,Vdc_over_off_V,Vdc_under_off_V,t_settle_ms,t_rec_Vdc_ms,t_rec_P_ms,t_rec_THD_ms,t_rec_ms,sim_wall_s,status
E-AC-01b,CRPR,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.000789166988900535,0,0,-0.00659453626423101,399.993860685847,399.993405463736,400.007800263909,5.95564829317911,0.00623167927728212,45.5113427385952,45.546067692059,0.0427915347293973,0.0430639435866361,11.5842591047518,11.5654417519156,11.5910093368906,11.6706662581572,11.6571558518986,11.6778949965303,0.999527546839528,0.99954792030128,0.999567140211153,7.02009311603768,6.90305490768693,6.9,6.9,6.9,100,20,345,48.9299589628955,49.0529278438468,0.862866290033406,0,0,NaN,0,NaN,11.2979541640851,-11.947399390711,11.2830641871815,-11.9271165642359,0,0,0,0,0,399.134902,OK
E-AC-01b,MPCC_D,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.000868425706774351,0,0,-0.236934729746054,400.006707696301,399.763065270254,400.002098053394,7.69117011160987,-8.00119133197916,54.6194115845252,58.6623759733757,0.0738146658439581,5.91278728326232,5.48114381479807,8.57454319328935,5.4757082637805,5.65004463089285,8.83016914816532,5.64640724606501,0.999960497130096,0.999995743543377,0.999969375607155,7.02399320407584,6.90305288264878,6.9,6.9,6.9,100,20,345,46.5664698091245,46.525715466655,0.863567859933546,0,0,NaN,0,NaN,21.181751097403,-20.9192361305022,17.3088200809054,-15.2119945393786,30.54,0,0,40,40,389.75534,OK
E-AC-01b,MPCC_D_F1,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.00051958045053406,0,0,-0.25699789971776,399.98883835478,399.743002100282,400.020855620146,7.72838319015972,-7.99843174978627,53.7948154132589,58.0738362440297,0.0783338151353294,6.00859071582918,2.74181757272498,7.77515175107903,2.80445139635974,3.08075790708217,8.03633331977697,3.13284749110315,0.999974122937831,0.999988032340835,0.999982406673708,7.02230356194899,6.9030512910358,6.9,6.9,6.9,100,20,345,46.5631314343096,46.5594715712445,0.863598762203045,0,0,NaN,0,NaN,20.885222187259,-20.914226157316,17.341962012565,-15.812593084335,34.7000000000001,28.2,0,60.0000000000001,60.0000000000001,930.420318,OK
E-AC-01b,MPCC_D_F10,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.00101806135592258,0,0,-0.241176279832246,400.002007910156,399.758823720168,400.002691711611,7.73004563574005,-7.99091286012452,53.7154846442932,57.6194889369299,0.0533334129772383,6.02938342837053,2.76656486912371,7.80004085056978,2.80609010206741,3.09621077331695,8.05115208711257,3.12799771314146,0.999975039665664,0.999984816201224,0.999980838649737,7.02387472919335,6.90305171873774,6.9,6.9,6.9,100,20,345,46.5701023219376,46.5606364543886,0.863564964965922,0,0,NaN,0,NaN,21.06233921509,-20.590781765264,17.296161871734,-14.939884943527,30.7000000000001,0,0,60.0000000000001,60.0000000000001,917.5330103,OK
E-AC-01b,MPCC_D_H1,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.000960046997771192,0,0,-0.257303274548292,399.989501381361,399.742696725452,400.007143552164,7.68955114671539,-7.98562416925383,53.7122722549368,57.7936626320194,0.131326182281621,5.94988911928223,2.79819941655603,7.75988881784643,2.8529351959551,3.14081466976984,8.02705178638487,3.18808078273814,0.999991858740384,0.999984147810505,0.999994270466544,7.02201923069597,6.90305123001434,6.9,6.9,6.9,100,20,345,46.4993319718059,46.4252434694691,0.863597613094741,0,0,NaN,0,NaN,21.1585041170116,-21.0430018705048,17.3993691811663,-15.776238600043,33.27,29.0699999999999,0,60.0000000000001,60.0000000000001,390.950196,OK
E-AC-01b,MPCC_D_M1,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.00111459450806365,0,0,-0.24190624287013,399.998410317771,399.75809375713,400.039708378447,6.78263542479391,-6.74419438072985,52.2832169819534,56.9138085167264,0.286558063786168,3.87904429897628,3.2245997303564,5.96718065915235,3.26267314132379,3.55105526655015,6.38096583159536,3.60693127013646,0.999982497527478,0.999808511781565,0.999991136483034,7.0205422539135,6.90305036030705,6.9,6.9,6.9,100,20,345,46.4361509078238,46.2711742616601,0.863493166024553,0,0,NaN,0,NaN,20.149520651294,-20.772189398252,16.019562962277,-15.599879580975,35.3,29.6000000000001,0,60.0000000000001,60.0000000000001,1036.5925221,OK
E-AC-01b,MPCC_D_R,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.000708929779925767,0,0,-0.25324272682218,399.998844820656,399.746757273178,400.008385068085,7.82713429823813,-8.14692397472419,54.2354521179142,58.7275670867028,0.0747273852375593,6.70425129404763,2.7759962510072,8.19168424572023,2.82128758130753,3.10191574862763,8.4335822899745,3.13762733229085,0.999974660714259,0.999994438013578,0.999982476670261,7.02541737054316,6.90305169389671,6.9,6.9,6.9,100,20,345,46.5729649557277,46.5677279234819,0.863610006807222,0,0,NaN,0,NaN,22.300688958917,-21.286964542367,17.538761812564,-15.905062521993,30.7000000000001,28.6,0,60.0000000000001,60.0000000000001,927.519548,OK
E-AC-01b,MPCC_P,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,-0.00101097657259325,0,0,-0.00341988394978898,399.978650532726,399.99658011605,400.002226588921,3.22644654487724,-0.721450042764906,50.6229984213259,50.9983636005479,0.0515310833400307,0.190671869626815,5.02625590330964,5.78865116707064,5.00882810238558,11.0001239954989,11.3721544061898,10.9361203154929,0.999563055086403,0.999660866161928,0.999611101990793,7.02047455984564,6.90321165845096,6.9,6.9,6.9,100,20,345,41.221358647212,41.3606634651299,0.862830732953147,0,0,NaN,0,NaN,11.6308509597867,-12.0187607731629,10.8448186684483,-11.4289683561891,0,0,0,0,0,387.670602,OK
E-AC-01b,MPCC_R,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.000917955601334269,0,0,0.0210391825786473,399.989501381361,400.021039182579,400.00779191708,4.05592590023546,-0.122395818184798,43.9733368371814,57.7936626320194,0.131326182281621,0.183829353656061,2.79819941655603,2.65150263907921,2.85906947654492,3.14081466976984,3.36422838957132,3.18655958262361,0.999991858740384,0.999996526903137,0.999994058032971,7.02561647424305,6.90305242178614,6.9,6.9,6.9,100,20,345,46.4993319718059,46.727831670054,0.862762803989879,0,0,NaN,0,NaN,21.1269663157939,-21.2898065264141,10.7839108428993,-11.3066404987603,31.85,0,0,20,20,383.788516,OK
E-AC-01b,MPCC_R_OFF,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.000960046997771192,0,0,-0.257303274548292,399.989501381361,399.742696725452,400.007143552164,7.68955114671539,-7.98562416925383,53.7122722549368,57.7936626320194,0.131326182281621,5.94988911928223,2.79819941655603,7.75988881784643,2.8529351959551,3.14081466976984,8.02705178638487,3.18808078273814,0.999991858740384,0.999984147810505,0.999994270466544,7.02201923069597,6.90305123001434,6.9,6.9,6.9,100,20,345,46.4993319718059,46.4252434694691,0.863597613094741,0,0,NaN,0,NaN,21.1585041170116,-21.0430018705048,17.3993691811663,-15.776238600043,33.27,29.0699999999999,0,60.0000000000001,60.0000000000001,392.095688,OK
E-AC-01b,MPCC_R_ON,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.00095363707069896,0,0,-0.0272172577479068,400.008767680513,399.972782742252,399.99669278788,4.09616644022459,0.0123368560200915,43.4512256695316,43.4752693655566,0.06364359128248,0.0375140255847136,2.04289290849956,2.09920619195103,2.26091335649424,2.85900122000568,2.90606117167837,2.99598603274526,0.99998031404478,0.999980466587164,0.99997885454158,7.01811151122036,6.90305078933725,6.89999996477689,6.90000029872434,6.89999990826408,100.000004839818,20.0000008290262,345.000000414513,46.9521320673038,46.815568233465,0.862863167244033,0,0,NaN,0,NaN,10.7194507496751,-11.0783299378971,10.7449436224077,-10.9890964625623,0,0,0,280,280,387.772538,OK
E-AC-01b,MPCC_R_m2,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.000886414106660188,0,0,-0.239986159415992,399.989501381361,399.760013840584,400.004976209541,7.69459980931367,-8.00805941075501,53.9535229100109,57.7936626320194,0.131326182281621,5.92063238352174,2.79819941655603,7.76865270491971,2.843648132106,3.14081466976984,8.05384593733324,3.1748714599826,0.999991858740384,0.999981465830979,0.999993648516214,7.02296245624128,6.90305169646239,6.9,6.9,6.9,100,20,345,46.4993319718059,46.3424036905235,0.863560418578906,0,0,NaN,0,NaN,21.1585041170116,-21.0603189856371,17.1970037645889,-15.5802075930112,33.1900000000001,28.9199999999998,0,60.0000000000001,60.0000000000001,389.432477,OK
E-AC-01b,MPCC_R_m8,P2,Vac,step,34,0,50,0,,0,0.7,0.3,0,34,0.000935416876622423,0,0,0.036992979354693,399.989501381361,400.036992979355,400.011271132084,4.06120912926149,-0.0800516143471718,43.8447390016951,57.7936626320194,0.131326182281621,0.128824306695827,2.79819941655603,2.5012945325818,2.84657602987058,3.14081466976984,3.24456171712024,3.17432548659706,0.999991858740384,0.999992941960207,0.99999396579268,7.02643351813977,6.90305277177941,6.9,6.9,6.9,100,20,345,46.4993319718059,46.7562601843814,0.862728010501283,0,0,NaN,0,NaN,21.1110125190178,-21.2898065264141,10.8108000126686,-11.1898943041527,31.76,0,0,20,20,389.572817,OK
E-AC-02b,CRPR,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,5.00157935555208,0,0,-0.169513690481153,399.993860685847,399.830486309519,400.008409267146,6.46871875610606,-5.02590995851017,52.2013078410072,55.2940383027694,0.0427915347293973,5.64022371998383,11.5842591047518,15.5969221850423,11.5891286199028,11.6706662581572,15.7310106200195,11.6763014586366,0.999527546839528,0.9999579305848,0.999567504658775,7.02169329557761,6.90305504271118,6.9,6.9,6.9,100,20,345,48.9299589628955,45.7719947964407,0.863328846899307,0,0,NaN,0,NaN,20.2778896729633,-19.3385227459826,15.1189929114664,-16.5288392427822,28.95,29.01,0,0,29.01,397.881539,OK
E-AC-02b,MPCC_D,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,4.99991993059667,0,0,-0.159008277998225,400.006707696301,399.840991722002,399.999284422308,5.96026619692814,-5.39451579695933,51.1314127051775,53.6171743498159,0.0738146658439581,3.17950707513683,5.48114381479807,6.47679023058544,5.48253668581168,5.65004463089285,6.64781348348423,5.65181116281074,0.999960497130096,0.999981540110374,0.999969202850165,7.02079172439843,6.90305301671723,6.9,6.9,6.9,100,20,345,46.5664698091245,46.7000603624781,0.863273232417095,0,0,NaN,0,NaN,17.4512891458945,-17.4212261240687,14.9248007725304,-13.844645113138,0,0,0,0,0,399.317189,OK
E-AC-02b,MPCC_D_F1,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,5.00006183438551,0,0,-0.173708128472583,399.98883835478,399.826291871527,400.014058067891,5.95250565889449,-5.39730773681337,50.2034280669217,52.8181575320517,0.0783338151353294,3.17601331354377,2.74181757272498,4.64781313985872,2.80361168026987,3.08075790708217,4.87913076912303,3.12873039073704,0.999974122937831,0.999994870458535,0.999982388942179,7.01932992120511,6.90305130219089,6.9,6.9,6.9,100,20,345,46.5631314343096,46.7204993533333,0.863288967222253,0,0,NaN,0,NaN,17.325690994036,-17.39288260863,14.849682854606,-13.709572629535,0,0,0,40,40,901.3909681,OK
E-AC-02b,MPCC_D_F10,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,4.99998710706748,0,0,-0.161007223082152,400.002007910156,399.838992776918,400.001827932514,5.95055652212184,-5.39959806720536,50.1893717742663,52.6323210362581,0.0533334129772383,3.16578464220519,2.76656486912371,4.64932286659947,2.80675761576933,3.09621077331695,4.87583049030973,3.12683264332862,0.999975039665664,0.999995000169552,0.999981930227493,7.02033466201251,6.90305162658646,6.9,6.9,6.9,100,20,345,46.5701023219376,46.7157576780441,0.863261660377878,0,0,NaN,0,NaN,17.31640337454,-17.136765230674,14.799436685975,-13.468703442238,0,0,0,40,40,918.4998194,OK
E-AC-02b,MPCC_D_H1,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,4.9999146139619,0,0,-0.163584901045738,399.989501381361,399.836415098954,400.01349344733,6.01397460882743,-5.48396149349422,50.2723617477292,52.7237168692786,0.131326182281621,3.26868554318041,2.79819941655603,4.75209603275133,2.87409810016795,3.14081466976984,4.98837241011731,3.19766490545542,0.999991858740384,0.999999786844098,0.999994947965715,7.02066563195692,6.90305157198734,6.9,6.9,6.9,100,20,345,46.4993319718059,46.6958192278429,0.863269389362318,0,0,NaN,0,NaN,17.3996084061838,-17.3272087108302,15.0357177794687,-13.6995534619945,0,0,0,40,40,395.011518,OK
E-AC-02b,MPCC_D_M1,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,5.000075493098,0,0,-0.17405213026035,399.998410317771,399.82594786974,399.996180120765,5.86349909993461,-5.269143874222,50.0575512271373,52.4413302246847,0.286558063786168,2.64509243345303,3.2245997303564,4.51209477346205,3.31430697164126,3.55105526655015,4.78246142767065,3.61431736590492,0.999982497527478,0.999999089512024,0.999991238407257,7.01999192934247,6.90305142087268,6.9,6.9,6.9,100,20,345,46.4361509078238,46.6868957051958,0.86328484689687,0,0,NaN,0,NaN,17.063073560177,-17.472627853066,14.696704170291,-13.678874951942,0,0,0,40,40,912.9526755,OK
E-AC-02b,MPCC_D_R,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,5.00010658051212,0,0,-0.166153486022381,399.998844820656,399.833846513978,400.006953529699,5.99314662150877,-5.46386209651023,50.3759472587923,52.9154890470991,0.0747273852375593,3.64332180771752,2.7759962510072,4.95224496476522,2.82327088294113,3.10191574862763,5.16171284242094,3.13914119626259,0.999974660714259,0.999993039644738,0.999982304614235,7.02155897870934,6.90305165886239,6.9,6.9,6.9,100,20,345,46.5729649557277,46.7274343984345,0.863280238920805,0,0,NaN,0,NaN,17.673671704092,-17.256736685705,14.956572845216,-13.682620435843,0,0,0,40,40,908.6616847,OK
E-AC-02b,MPCC_P,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,4.99996727085213,0,0,-0.1532452485813,399.978650532726,399.846754751419,400.010953096657,5.63452992959373,-5.41237653802556,56.6423920783726,58.4244420042405,0.0515310833400307,3.76671439531996,5.02625590330964,6.56099475548022,4.97635887234887,11.0001239954989,11.6478419662182,10.9313040050838,0.999563055086403,0.999588313487341,0.999625141032482,7.02034820054623,6.90321122474654,6.9,6.9,6.9,100,20,345,41.221358647212,41.4654923018966,0.863261145863666,0,0,NaN,0,NaN,17.5374076751834,-17.6686037845271,14.8851485075797,-13.8164943821018,0,0,0,0,0,387.824289,OK
E-AC-02b,MPCC_R,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,5.00006709824041,0,0,-0.161005166051666,399.989501381361,399.838994833948,400.011690735758,5.95414070074554,-5.39811642620833,49.9639090284787,52.7237168692786,0.131326182281621,3.17117824186389,2.79819941655603,4.51067753394568,2.85235168784703,3.14081466976984,4.74292763805057,3.18138517110288,0.999991858740384,0.999996696767683,0.999995068577287,7.02039714789995,6.90305143838067,6.9,6.9,6.9,100,20,345,46.4993319718059,46.7186077740362,0.863259533531174,0,0,NaN,0,NaN,17.3996084061838,-17.3297884458242,14.7761057881743,-13.4472974108195,0,0,0,0,0,390.969302,OK
E-AC-02b,MPCC_R_ON,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,5.00016848837075,0,0,-0.176400046053061,400.008767680513,399.823599953947,399.991747437595,6.05433680219187,-5.39075745963727,49.8472184888167,52.2592507283947,0.06364359128248,3.04642453388583,2.04289290849956,4.29363083382805,2.25741378079023,2.85900122000568,4.76759655741091,2.99547224559537,0.99998031404478,0.999994449113076,0.999978992186387,7.01964829284466,6.90305073678391,6.89999996477689,6.90001394267071,6.90000000261611,100.000202578172,20.0000392619585,345.000019630978,46.9521320673038,46.9681370071228,0.86328735205105,0,0,NaN,0,NaN,17.2695954588859,-17.2720808020488,14.742796117433,-13.373570271177,0,0,0,280,280,385.381536,OK
E-AC-02b,MPCC_R_m3,P1,Iac,step,5,0,50,0,,0,0.7,0.3,0,0,5.00299889774314,0,0,-1.93039656508387,399.989501381361,398.069603434916,399.887702114803,14.5818274236619,-9.41422754096966,112.35300809381,52.7237168692786,0.131326182281621,9.64340035433353,2.79819941655603,11.6764732203914,2.85870022233202,3.14081466976984,82.8602121784651,3.25074603125136,0.999991858740384,0.968306760759661,0.999993881639666,5.62379796427832,5.72584298687306,6.9,5.69643361560322,6.9,82.5570089217858,16.5260138141148,343.263006907057,46.4993319718059,36.0236118661267,0.868387052451577,0,0,180,3,115.22,17.3996084061838,-15.560397046792,36.5585747751346,-26.26688292356,290,107.07,4.96000000000008,160,160,435.903805,OK
E-AC-02h,CRPR,P2,Iac,hall,4,0,100,0,,0,0.7,0.3,0,0,4.00133526956546,0,0,-0.009335479029005,399.993860685847,399.990664520971,400.005993017721,8.2330933908091,-1.88478754320929,49.571325028373,56.6810158291255,0.0427915347293973,11.2566082409462,11.5842591047518,25.7578429442422,11.5895184263321,11.6706662581572,25.9320935148282,11.6765767106369,0.999527546839528,0.998083823502428,0.999567432320635,7.02386153601534,6.90305751297322,6.9,6.9,6.9,100,20,345,48.9299589628955,39.4292675519532,0.862881045375909,0,0,NaN,0,NaN,20.2843420246917,-17.2454174014838,12.859133967721,-17.0373431187405,27.69,32.8899999999999,0,0,32.8899999999999,404.10464,OK
E-AC-02h,MPCC_D,P2,Iac,hall,4,0,100,0,,0,0.7,0.3,0,0,4.00239312023169,0,0,0.0695900111818446,400.006707696301,400.069590011182,400.007963377992,7.60394766046013,-2.53402326845949,50.4952827592706,50.4384372403211,0.0738146658439581,19.7651570893915,5.48114381479807,21.746791485842,5.48832524379463,5.65004463089285,21.831862085536,5.65650963487978,0.999960497130096,0.999996895958949,0.999968374738447,7.02533047692186,6.90305342252088,6.9,6.9,6.9,100,20,345,46.5664698091245,46.4734641437859,0.862688058797128,0,0,NaN,0,NaN,12.251004286009,-14.6678499568209,11.2934718984014,-12.2159511416463,0,0,0,0,0,394.224132,OK
E-AC-02h,MPCC_D_F1,P2,Iac,hall,4,0,100,0,,0,0.7,0.3,0,0,4.00227346308245,0,0,0.0712179781626787,399.98883835478,400.071217978163,400.006577084573,7.65917746399646,-2.52574947327425,49.972664316768,49.9343007463561,0.0783338151353294,19.7764691050935,2.74181757272498,21.4270640273209,2.80332560316063,3.08075790708217,21.5041812717123,3.12236187949759,0.999974122937831,0.999985680282935,0.999982101654183,7.0256907452857,6.90305231507128,6.9,6.9,6.9,100,20,345,46.5631314343096,46.4962928893677,0.862672598595511,0,0,NaN,0,NaN,12.097592379372,-14.282629456106,11.159819709992,-12.082773172671,0,0,0,20,20,920.392263,OK
