VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_D,399.880170684994,7.00786592803079,6.90305138195663,0.999962849526894,5.47501001975636,5.67689927486841,0.0713959184011276,6.9,20,345,0,0.863087661226231,46.5615240343337,0,338.198981,cc
