VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_D_M1,399.84238198819,7.00755034938291,6.90304905249567,0.999984132864578,3.18342297004963,3.66097457697863,0.156535703500419,6.9,20,345,0,0.863158666423733,46.5245023511617,0,784.7553324,cc
