VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_P,399.956458400286,3.53279092780345,3.50320301906648,0.999549470471331,6.33777112333842,19.8764339792369,0.155680114991234,3.5,9.99999999999998,350,1,0.875181776556002,20.3666166990364,0,917.9548016,cv
