test_id,VARIANT_NAME,priority,channel,shape,amp,k,f,phase,channel2,amp2,t_on,dwell,e_meas_Vdc,e_meas_Vac,e_meas_Iac,e_meas_Vbat,e_meas_Ibat,dVdc_V,Vdc_pre_V,Vdc_dur_V,Vdc_post_V,e_I_rms_A,I_dc_A,I_peak_A,I_peak_on_A,I2_pre_pct,I2_dur_pct,THD50_pre_pct,THD50_dur_pct,THD50_post_pct,THD_full_pre_pct,THD_full_dur_pct,THD_full_post_pct,PF_pre,PF_dur,PF_post,Pac_dur_kW,Pdc_dur_kW,P_charge_pre_kW,P_charge_dur_kW,P_charge_post_kW,power_retention_pct,Ibat_dur_A,Vbat_dur_V,Iref_pre_A,Iref_dur_A,D_dcdc_dur,state_dur,state_post,t_switch_ms,trip,t_trip_ms,Vdc_over_on_V,Vdc_under_on_V,Vdc_over_off_V,Vdc_under_off_V,t_settle_ms,t_rec_Vdc_ms,t_rec_P_ms,t_rec_THD_ms,t_rec_ms,sim_wall_s,status
E-BAT-01n,MPCC_D_H1,P2,Ibat,step,-5,0,50,0,NaN,0,0.7,0.3,0,0,0.000949125443618406,0,-4.99966668888741,0.0456795721139542,399.984192827466,400.045679572114,399.932268770197,4.37072264939219,0.0562872203352385,55.970866413631,63.9802963787691,0.221658268795896,0.176647383362806,3.01169929954194,2.78267955560645,3.12109505698098,3.35382119257651,3.10604640053602,3.45425462749925,0.999978947226862,0.999996920670682,0.999984647652431,8.86863136951004,8.69046454244456,6.9,8.6875,6.9,125.905797101449,25,347.5,46.4959077681851,57.8186208990935,0.869140641900042,0,0,NaN,5,0.400000000000067,21.824806459084,-27.298754745273,22.773815314183,-19.970253459226,73.1000000000001,74.3,9.2000000000001,100,100,915.6201428,OK
