VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
CRPR,399.978679406942,3.53462704171097,3.50316376857174,0.999514857729935,16.7914424315088,16.9877276677227,0.0347066012679683,3.5,9.99999999999998,350,1,0.875145600121399,26.3878788750189,0,343.40596,cv
