VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_D_F1,399.863164091217,3.52711191989984,3.50316017301153,0.999795896562487,3.41793281037598,4.65789568452043,0.13959598400433,3.5,9.99999999999998,350,1,0.875384181159904,25.206495031403,0,1020.4709431,cv
