VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s
MPCC_D_R,399.949250784288,7.01643035203746,6.90305185939784,0.999976469844517,2.79500221016137,3.11379301469864,0.0264003233055369,6.9,20,345,0,0.86292201653716,46.59121972868,0,1017.0505257
