VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_D_H1,399.86064345908,7.0074792097964,6.90304939660784,0.999991161030405,2.82032106347294,3.2501869430666,0.217557581484454,6.9,20,345,0,0.863115309710108,46.5411205806207,0,344.112613,cc
