VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_R_ON,399.789963985195,7.00363701330232,6.90304455002588,0.999989131114913,2.65671095438508,3.19645607545943,0.242036549928953,6.90002218678913,20.0000624957762,345.000031247888,0,0.863265682587287,46.5893207125719,0,344.26898,cc
