VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_D_H1,399.889672592691,3.52882643386296,3.50316072661973,0.999841090193173,3.57951688571565,4.64542022517108,0.223365743101517,3.5,9.99999999999998,350,1,0.875325308209992,25.1464263540155,0,347.100788,cv
