VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_D_R,399.969831987869,3.53725215730615,3.50316192389801,0.999810538742928,3.42096596667675,4.33319328935819,0.0315710694441406,3.5,9.99999999999998,350,1,0.875148789740301,25.1918594508277,0,864.981761,cv
