VARIANT_NAME,Vdc_V,Pac_kW,Pdc_kW,PF,THD50_pct,THD_full_pct,I2_pct,P_charge_kW,Ibat_A,Vbat_V,state,D_dcdc,Iref_A,trip,sim_wall_s,op
MPCC_D,399.920955304698,3.53090054362165,3.5031618252923,0.999760454303172,6.8658785203122,7.40777662770766,0.0683848492491773,3.5,9.99999999999998,350,1,0.875261509327919,25.1542186282631,0,872.742075,cv
