VARIANT_NAME,Fc_Hz,use_d_predict,use_p_predict,use_harmonic,estimation_src,stop_time_s,Vdc_V,Vdc_ripple_pct,Pac_kW,Pdc_kW,eff_pct,PF,THD_model_pct,THD50_pct,THD_full_pct,Iac_rms_A,Iref_A,D_mean,Vdc_min_step_V,t_settle_ms,sim_wall_s
MPCC_D_F1,20000,1,0,1,1,1,399.994888883289,5.5848372117744,7.32866041180279,7.20293812466044,98.2845120379725,0.999978543500275,3.10552619740908,2.65052527754137,2.95659511566468,31.3662466872049,48.6041504387627,0.516138630182924,382.904561188133,60.9,657.261901
