VARIANT_NAME,Fc_Hz,use_d_predict,use_p_predict,use_harmonic,estimation_src,stop_time_s,Vdc_V,Vdc_ripple_pct,Pac_kW,Pdc_kW,eff_pct,PF,THD_model_pct,THD50_pct,THD_full_pct,Iac_rms_A,Iref_A,D_mean,Vdc_min_step_V,t_settle_ms,sim_wall_s
MPCC_D_R,20000,1,0,1,5,1,399.992961326914,5.58587812628188,7.32862828596975,7.20286975491176,98.2840099654289,0.999978204933264,3.12680533547627,2.66283570692414,2.96546838412676,31.3680951882423,48.6017778741776,0.516202281923015,383.988576034771,58.1,646.265408
