VARIANT_NAME,Fc_Hz,use_d_predict,use_p_predict,use_harmonic,estimation_src,stop_time_s,Vdc_V,Vdc_ripple_pct,Pac_kW,Pdc_kW,eff_pct,PF,THD_model_pct,THD50_pct,THD_full_pct,Iac_rms_A,Iref_A,D_mean,Vdc_min_step_V,t_settle_ms,sim_wall_s
MPCC_D_F10,20000,1,0,1,2,1,399.997423873939,5.58566078957584,7.32871855022918,7.2030301902365,98.284988581138,0.999977993383706,3.11365543549387,2.64962477438195,2.95244956201329,31.3657834358564,48.6053700553742,0.516182464978792,383.503955382723,60.8,569.862969
