VARIANT_NAME,Fc_Hz,use_d_predict,use_p_predict,use_harmonic,estimation_src,stop_time_s,Vdc_V,Vdc_ripple_pct,Pac_kW,Pdc_kW,eff_pct,PF,THD_model_pct,THD50_pct,THD_full_pct,Iac_rms_A,Iref_A,D_mean,Vdc_min_step_V,t_settle_ms,sim_wall_s
MPCC_P,100000,0,1,0,1,1,399.98074061848,5.67442223132718,7.32897707280364,7.20286803084325,98.2793090944662,0.99957457182322,11.0167109692305,4.85944509339591,10.4876590731443,31.5524838519844,43.3646857905941,0.433362594367896,384.034292755641,59.8,652.791794
