VARIANT_NAME,Fc_Hz,use_d_predict,use_p_predict,use_harmonic,estimation_src,stop_time_s,Vdc_V,Vdc_ripple_pct,Pac_kW,Pdc_kW,eff_pct,PF,THD_model_pct,THD50_pct,THD_full_pct,Iac_rms_A,Iref_A,D_mean,Vdc_min_step_V,t_settle_ms,sim_wall_s
CRPR,100000,0,0,0,1,1,399.995034252775,5.92793817779616,7.32986403564199,7.20330699717923,98.2734053749516,0.999524930026983,11.6894530809782,11.1958726283327,11.2763484063047,31.5830531769897,51.1257476186326,0.423047401274413,383.572235723659,59.03,597.735108
