VARIANT_NAME,Fc_Hz,use_d_predict,use_p_predict,use_harmonic,estimation_src,stop_time_s,Vdc_V,Vdc_ripple_pct,Pac_kW,Pdc_kW,eff_pct,PF,THD_model_pct,THD50_pct,THD_full_pct,Iac_rms_A,Iref_A,D_mean,Vdc_min_step_V,t_settle_ms,sim_wall_s
MPCC_D,20000,1,0,0,1,1,399.999679653178,5.71704535005417,7.32914592712691,7.20324873510246,98.2822392502996,0.999965410653259,5.76044502161976,5.21626466240818,5.37448945559561,31.4028926677415,48.600162384803,0.518918144282097,383.540173589844,60.6,578.831052
